CUI,SNIP,NOMBRE DE LA INVERSIÓN,ESTADO DE LA INVERSIÓN,TIPO DE INVERSIÓN,UNIDAD EJECUTORA DE INVERSIONES (UEI),COSTO DE INVERSIÓN VIABLE / APROBADO,COSTO DE INVERSIÓN ACTUALIZADO,COSTO TOTAL DE LA INVERSIÓN ACTUALIZADO,¿TIENE EXPEDIENTE TÉCNICO O DOCUMENTO EQUIVALENTE?,AVANCE FINANCIERO ACUMULADO,DEVENGADO ACUMULADO AL 2024,¿SE ENCUENTRA PROGRAMADO EN EL PMI?,PIM 2024 EN AVANCE FINANCIERO,PIM 2024,PIM 2023,PIM 2022
2437617,2437617,"REHABILITACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD ZAPAN, DISTRITO SANTA ROSA DE QUIVES, PROVINCIA CANTA, DEPARTAMENTO LIMA",ACTIVO,FUR,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"2,840,374.16","2,861,336.36","2,861,336.36",SI   ,1.4 %,"38,910.53",NO,0.00,No info. disponible,"39,984.00","78,895.00"
2438594,2438594,"MEJORAMIENTO DEL CAMINO VECINAL EMP. PE 5N - PTE. SICHOCA - PTE. GOCA - YAMBRASBAMBA, DEL DISTRITO DE YAMBRASBAMBA - PROVINCIA DE BONGARA - DEPARTAMENTO DE AMAZONAS",ACTIVO,PROYECTO DE INVERSION,GERENCIA DE INTERVENCIONES ESPECIALES - PROVIAS DESCENTRALIZADO,"4,992,489.35","10,818,915.09","10,818,915.09",SI   ,71.8 %,"7,762,984.16",SI   ,"3,289,396.00","3,289,396.00","3,843,115.00","4,653,709.00"
2438848,2438848,MEJORAMIENTO DEL CAMINO VECINAL CA-666: EMP. PE - 04C (CRUCE PUENTE) - EMP. CA-666 (CRUCE LANCHEMA) EN LOS DISTRITOS DE COLASAY Y JAEN DE LA PROVINCIA DE JAEN - DEPARTAMENTO DE CAJAMARCA,ACTIVO,PROYECTO DE INVERSION,DIRECCIÓN EJECUTIVA - PROVIAS DESCENTRALIZADO,"19,407,354.72","26,901,574.26","26,901,574.26",SI   ,60.2 %,"16,184,948.75",SI   ,"302,311.00","302,311.00","2,563,692.00","14,574,926.00"
2439321,2439321,"REHABILITACIÓN DEL SERVICIO DE AGUA POTABLE EN LA LOCALIDAD HUARABI ALTO, DISTRITO SANTA ROSA DE QUIVES, PROVINCIA CANTA, DEPARTAMENTO LIMA",ACTIVO,FUR,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"340,431.99","347,197.73","347,197.73",SI   ,1.7 %,"5,753.14",NO,0.00,No info. disponible,"9,676.00","9,676.00"
2439985,2439985,"REHABILITACIÓN DEL SERVICIO DE AGUA POTABLE EN LA LOCALIDAD LA COMUNIDAD, DISTRITO NIEPOS, PROVINCIA SAN MIGUEL, DEPARTAMENTO CAJAMARCA",ACTIVO,FUR,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"202,144.83","205,907.33","205,907.33",SI   ,3.5 %,"7,198.43",NO,0.00,No info. disponible,"5,011.00",0.00
2439990,2439990,"REHABILITACIÓN DEL SERVICIO DE AGUA POTABLE EN LA LOCALIDAD DE SAN JOSÉ DE PALLE VIEJO (PARCA), DISTRITO SANTA EULALIA, PROVINCIA HUAROCHIRI, DEPARTAMENTO LIMA",ACTIVO,FUR,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"119,126.96","122,475.32","122,475.32",SI   ,0 %,0.00,NO,0.00,No info. disponible,"4,870.00",0.00
2440131,2440131,"CREACION DEL SERVICIO DE ESPARCIMIENTO Y PROMOCIÓN CULTURAL EN LA CIUDAD DE JUANJUI, DISTRITO DE JUANJUI - PROVINCIA DE MARISCAL CACERES - DEPARTAMENTO DE SAN MARTIN",ACTIVO,PROYECTO DE INVERSION,SGOL DE LA MUNICIPALIDAD PROVINCIAL DE MARISCAL CACERES,"500,000.00","8,329,257.35","8,329,257.35",SI   ,52.9 %,"4,408,579.19",SI   ,0.00,No info. disponible,"20,564.00","2,909,041.00"
2440203,2440203,"RENOVACIÓN DE PISCINA; EN EL(LA) CENTRO VACACIONAL HUAMPANI EN LA LOCALIDAD CHOSICA, DISTRITO DE LURIGANCHO, PROVINCIA LIMA, DEPARTAMENTO LIMA",CERRADO,IOARR,CVH - OFICINA DE ADMINISTRACION Y FINANZAS,"429,504.16","784,200.67","790,816.67",SI   ,3.2 %,"24,950.00",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2440389,2440389,"MEJORAMIENTO DEL CAMINO VECINAL EMP. PE-30C - (DV. FLOR DE ACRE)-FLOR DE ACRE - PACAHUARA - DV. NUEVA ALIANZA - PTA. CARRETERA, DISTRITO DE IBERIA - PROVINCIA DE TAHUAMANU - DEPARTAMENTO DE MADRE DE DIOS",ACTIVO,PROYECTO DE INVERSION,GERENCIA DE INTERVENCIONES ESPECIALES - PROVIAS DESCENTRALIZADO,"15,082,165.96","24,753,788.89","24,753,788.89",SI   ,48.8 %,"12,067,500.26",SI   ,"6,617,647.00","6,617,647.00","7,071,865.00","5,611,581.00"
2440494,2440494,"REHABILITACIÓN DEL SERVICIO DE AGUA POTABLE EN LA LOCALIDAD TUCAQUIS, DISTRITO NIEPOS, PROVINCIA SAN MIGUEL, DEPARTAMENTO CAJAMARCA",ACTIVO,FUR,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"373,916.41","380,017.91","380,017.91",SI   ,0.6 %,"2,257.3",NO,0.00,No info. disponible,"16,042.00",0.00
2440498,2440498,"REHABILITACIÓN DEL SERVICIO DE AGUA POTABLE EN LA LOCALIDAD PALLE NUEVO, DISTRITO SANTA EULALIA, PROVINCIA HUAROCHIRI, DEPARTAMENTO LIMA",ACTIVO,FUR,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"167,112.99","171,096.69","171,096.69",SI   ,0 %,0.00,NO,0.00,No info. disponible,"8,590.00",0.00
2440504,2440504,"REHABILITACIÓN DEL SERVICIO DE AGUA POTABLE EN LA LOCALIDAD CASHAHUACRA, DISTRITO SANTA EULALIA, PROVINCIA HUAROCHIRI, DEPARTAMENTO LIMA",ACTIVO,FUR,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"216,968.04","220,783.74","220,783.74",SI   ,0 %,0.00,NO,0.00,No info. disponible,"12,209.00",0.00
2440606,2440606,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN (HABASPITE, CERRO NEGRO, BELLAVISTA, PEÑA BLANCA, SALINAS, RÍO BLANCO, HUAQUILLAS MONTAÑA, HORMIGUEROS, LOMA DE LA ESPERANZA, CHAUPE BAJO, CHAUPE ALTO, HUACHUMO) 12 LOCALIDADES DEL DISTRITO DE EL CARMEN DE LA FRONTERA - PROVINCIA DE HUANCABAMBA - DEPARTAMENTO DE PIURA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CARMEN DE LA FRONTERA,"18,489,335.00","18,049,798.96","18,049,798.96",SI   ,83.8 %,"15,127,400.88",SI   ,"1,461,199.00","1,461,199.00",No info. disponible,"4,978,878.00"
2441025,2441025,MEJORAMIENTO DEL SERVICIO DE CAPACIDADES AGROPECUARIAS MEDIANTE RIEGO TECNIFICADO CON SISTEMA FOTOVOLTAICO EN 4 LOCALIDADES DEL DISTRITO DE PILCUYO - PROVINCIA DE EL COLLAO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE PILCUYO,"898,309.52","1,422,563.14","1,422,563.14",SI   ,99.3 %,"1,412,777.25",NO,0.00,No info. disponible,No info. disponible,"207,737.00"
2441661,2441661,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES DEL CENTRO POBLADO DE QUISPILLACCTA DEL DISTRITO DE CHUSCHI - PROVINCIA DE CANGALLO - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHUSCHI,"4,500,997.57","6,832,564.44","6,832,564.44",SI   ,76.3 %,"5,210,448.84",SI   ,"3,373,176.00","3,373,176.00",No info. disponible,"6,159,906.00"
2441663,2441663,MEJORAMIENTO DEL SERVICIO DE PRACTICA DEPORTIVA YO RECREATIVA EN EL PARQUE LAS FLORES DEL DISTRITO DE CAYLLOMA - PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CAYLLOMA,"657,138.04","781,313.23","781,313.23",SI   ,97.2 %,"759,680.63",NO,0.00,No info. disponible,No info. disponible,"29,335.00"
2441726,2441726,"REHABILITACION DE LOS SERVICIOS DE AGUA POTABLE Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD PARIAMARCA, DISTRITO CANTA, PROVINCIA CANTA, DEPARTAMENTO LIMA",ACTIVO,FUR,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"698,522.88","707,402.00","707,402.00",SI   ,1 %,"7,276.92",NO,0.00,No info. disponible,"27,114.00","15,819.00"
2441890,2441890,"MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DEL POOL DE MAQUINARIAS DE LA MUNICIPALIDAD DISTRITAL DE OCONGATE, DISTRITO DE OCONGATE - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,sub gerencia de infraestructura urbana y rural DE LA MUNICIPALIDAD DISTRITAL DE OCONGATE,"5,387,646.64","4,123,892.75","4,123,892.75",SI   ,68.9 %,"2,841,343.71",NO,0.00,No info. disponible,0.00,"1,308,652.00"
2442193,2442193,"ADQUISICIÓN DE EQUIPAMIENTO INTERACTIVO, CARPETAS Y MATERIALES DIDÁCTICOS DE MATERIALES; EN EL(LA) IE 36263 - LIRCAY EN LA LOCALIDAD CHALLHUAPUQUIO, DISTRITO DE LIRCAY, PROVINCIA ANGARAES, DEPARTAMENTO HUANCAVELICA",ACTIVO,IOARR,GERENCIA REGIONAL DE INFRAESTRUCTURA,"108,063.97","136,150.73","136,150.73",SI   ,91.3 %,"124,269.6",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2442490,2442490,MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE EN LA COMUNIDAD DE PUCARA DEL DISTRITO DE UCHURACCAY - PROVINCIA DE HUANTA - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE UCHURACCAY,"515,028.00","716,000.00","716,000.00",SI   ,84.8 %,"607,196.54",NO,0.00,No info. disponible,No info. disponible,"239,826.00"
2442714,2442714,"REHABILITACION DE LA BOCATOMA Y CANAL FACALA EN LOS SECTORES DEL TUNEL Y POTRERO, DISTRITO DE ASCOPE, PROVINCIA DE ASCOPE, DEPARTAMENTO LA LIBERTAD",ACTIVO,FUR,UEI PROGRAMA SUSECTORIAL DE IRRIGACIONES,"9,508,017.00","9,508,017.00","9,508,017.00",SI   ,83.3 %,"7,921,106.72",NO,"1,214,619.00","1,214,619.00",0.00,"897,938.00"
2442750,2442750,"ADQUISICIÓN DE ACCESORIOS DE ILUMINACIÓN EXTERIOR; EN EL(LA) PLAZAS, PLAZOLETAS Y PARQUES EN LA LOCALIDAD AYAVIRI, DISTRITO DE AYAVIRI, PROVINCIA MELGAR, DEPARTAMENTO PUNO",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE MELGAR,"337,660.38","329,937.82","329,937.82",SI   ,27 %,"89,129.8",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2443017,2443017,CREACION DE LOS SERVICIOS DE COMERCIALIZACIÓN PARA EL MERCADO DE ABASTOS DE PRODUCTOS DE PRIMERA NECESIDAD EN LA CIUDAD DE SAPILLICA DEL DISTRITO DE SAPILLICA - PROVINCIA DE AYABACA - DEPARTAMENTO DE PIURA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAPILLICA,"2,443,135.82","3,314,226.06","3,314,226.06",SI   ,93.2 %,"3,090,118.2",SI   ,"221,329.00","221,329.00","527,969.00","2,212,469.00"
2443563,2443563,"REPARACIÓN DE CARRETERAS DE ACCESO; CONSTRUCCIÓN DE CARRETERAS DE ACCESO; EN EL(LA) TRAMO: EL FRUTO - OJO DE AGUA, DISTRITO DE UTCO, PROVINCIA CELENDIN, DEPARTAMENTO CAJAMARCA",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CELENDIN,"351,190.37","694,767.97","694,767.97",SI   ,86.3 %,"599,301.99",SI   ,"95,465.00","95,465.00","145,067.00","357,038.00"
2443826,2443826,MEJORAMIENTO DEL SERVICIO DEPORTIVO EN LA LOCALIDAD DE MATAHUASI DEL DISTRITO DE MATAHUASI - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CONCEPCION,"261,056.01","283,264.94","283,264.94",SI   ,49.2 %,"139,489.34",NO,0.00,No info. disponible,"10,110.00","41,101.00"
2443956,2443956,MEJORAMIENTO DE LOS SERVICIOS DE GESTION MUNICIPAL DE LA MUNICIPALIDAD DISTRITAL DE HUACAR DEL DISTRITO DE HUACAR - PROVINCIA DE AMBO - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUACAR,"314,508.08","314,508.08","314,508.08",SI   ,71.1 %,"223,674.67",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2443982,2443982,"ADQUISICIÓN DE PLATAFORMA DE SOPORTE DE CONECTIVIDAD A LOS SISTEMAS OPERACIONALES; REPARACIÓN DE GABINETE O CERRAMIENTO PARA SISTEMAS DE RED; RENOVACIÓN DE SISTEMA ELÉCTRICO DATA CENTER (GRUPO ELECTROGENO, TTA/TTM, TRANSFORMADORES, SAI, STS); EN EL(LA) GOBIERNO REGIONAL CUSCO - SEDE CENTRAL DISTRITO DE WANCHAQ, PROVINCIA CUSCO, DEPARTAMENTO CUSCO",ACTIVO,IOARR,UEI GERENCIA REGIONAL DE GESTION DE PROYECTOS,"1,374,134.06","4,654,587.05","4,654,587.05",SI   ,47.8 %,"2,225,723.08",SI   ,"2,407,041.00","2,407,041.00","3,648,723.00","4,409,531.00"
2444402,2444402,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE, ALCANTARILLADO SANITARIA Y PTAR EN EL CENTRO POBLADO DE AYCARA DEL DISTRITO DE CORACORA - PROVINCIA DE PARINACOCHAS - DEPARTAMENTO DE AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PARINACOCHAS,"2,829,933.73","3,201,398.06","3,201,398.06",SI   ,59.9 %,"1,917,597.83",SI   ,"600,000.00","600,000.00","458,350.00","1,069,846.00"
2444409,2444409,"ADQUISICION DE TOMOGRAFO COMPUTARIZADO MULTICORTE Y EQUIPAMIENTO DE AMBIENTES COMPLEMENTARIOS; REMODELACION DE BLOQUE DE INFRAESTRUCTURA; EN LA LOCALIDAD ABANCAY, DISTRITO DE ABANCAY, PROVINCIA ABANCAY, DEPARTAMENTO APURIMAC",ACTIVO,IOARR,GERENCIA REGIONAL DE INFRAESTRUCTURA,"3,941,553.56","8,486,749.29","8,486,749.29",SI   ,86.1 %,"7,305,881.26",SI   ,"609,554.00","609,554.00","51,000.00","4,733,236.00"
2444470,2444470,MEJORAMIENTO Y AMPLIACION DE LA CAPACIDAD RESOLUTIVA DEL PUESTO DE SALUD DE IÑAPARI DEL DISTRITO DE IÑAPARI - PROVINCIA DE TAHUAMANU - DEPARTAMENTO DE MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL MADRE DE DIOS,"11,699,755.86","15,581,832.82","15,581,832.82",SI   ,65.5 %,"10,201,673.58",SI   ,"367,023.00","367,023.00","2,290,608.00","15,025,117.00"
2444510,2444510,"MEJORAMIENTO DEL SERVICIO DE DRENAJE PLUVIAL EN LOS BARRIOS DE MIRAFLORES, SAN MARTÍN DE PORRES, SAN SEBASTIÁN Y PANAMERICANA NORTE DE LA LOCALIDAD DE ZEPITA DEL DISTRITO DE ZEPITA - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ZEPITA,"798,575.53","949,316.36","949,316.36",SI   ,61.3 %,"581,608.95",SI   ,0.00,No info. disponible,0.00,"120,000.00"
2444608,2444608,"REPARACIÓN DE VIAS VECINALES; EN EL(LA) 22 KM A NIVEL DEL DISTRITO DE SOCOS, PROVINCIA HUAMANGA, DEPARTAMENTO AYACUCHO",CERRADO,IOARR,UEI DE LA MUNICIPALIDAD DISTRITAL DE SOCOS,"279,074.73","629,796.34","629,796.34",SI   ,27.5 %,"173,402.21",NO,0.00,No info. disponible,No info. disponible,"5,800.00"
2444743,2444743,"MEJORAMIENTO DE LA CAPACIDAD TÉCNICA Y OPERATIVA DE LOS SERVICIOS MUNICIPALES, DISTRITO DE CHINCHEROS - PROVINCIA DE CHINCHEROS - DEPARTAMENTO DE APURIMAC",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,"1,631,556.38","1,844,491.34","1,844,491.34",SI   ,51.7 %,"953,612.98",SI   ,"40,309.00","40,309.00",No info. disponible,No info. disponible
2444860,2444860,"RECUPERACIÓN DEL SERVICIO DE TRANSITABILIDAD DEL CAMINO VECINAL – 38.5 KM EN EMP.PE 108 – SANTA ROSA – SANCO BAMBA – PAJA BLANCA – ALTO SOPLA – GANZUL – SARTIMBAMBA, PROVINCIA SÁNCHEZ CARRIÓN – LA LIBERTAD",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION,"32,742,103.98","34,035,857.72","34,035,857.72",SI   ,52.4 %,"17,840,356.15",NO,"12,930,188.00","12,930,188.00","4,109,678.00","5,639,002.00"
2445086,2445086,REHABILITACION DEL CAMINO VECINAL ANTAPARCO-EMP.HV-863-BUENA VISTA-CHUPACC-LAGUNILLAS DISTRITO SANTO TOMAS DE PATA PROVINCIA DE ANGARAES DEPARTAMENTO DE HUANCAVELICA,ACTIVO,FUR,GERENCIA REGIONAL DE INFRAESTRUCTURA,"2,888,410.63","2,635,337.4","2,635,337.4",SI   ,47.6 %,"1,255,232.94",NO,"1,380,104.00","1,380,104.00",No info. disponible,"2,464,309.00"
2445223,2445223,CREACION DEL SISTEMA DE RIEGO TECNIFICADO EN LA LOCALIDAD DE WECRONCOCHA DEL DISTRITO DE ACOCHACA - PROVINCIA DE ASUNCION - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"1,846,342.46","2,633,683.79","2,633,683.79",SI   ,82.7 %,"2,178,077.23",SI   ,"455,925.00","455,925.00","751,556.00","2,554,185.00"
2445490,2445490,MEJORAMIENTO DE LA PRESTACIÓN DE SERVICIOS PÚBLICOS Y ADMINISTRATIVOS PARA LAS COMUNIDADES EN LA LOCALIDAD DE KELLUYO DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"604,826.67","900,522.02","900,522.02",SI   ,97.3 %,"875,897.3",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2445571,2445571,CREACION DE DEFENSA RIBEREÑA Y ENCAUZAMIENTO DEL RIO PACCHAPATA DEL DISTRITO DE HUACHOCOLPA - PROVINCIA DE HUANCAVELICA - DEPARTAMENTO DE HUANCAVELICA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,"851,793.99","1,436,266.27","1,436,266.27",SI   ,77.8 %,"1,116,846.44",NO,0.00,No info. disponible,No info. disponible,"358,189.00"
2445584,2445584,"CREACION DE LOS SERVICIOS DE TRANSITABILIDAD DEL TRAMO I: GUELGAYOC - LANJAS ALTO, TRAMO II: CHEGCHOPATA - LUICHOPAMPA DE LAS LOCALIDADES DE SAN PABLO DE LANJAS Y SAN PEDRO DE CANI DEL DISTRITO DE QUISQUI - PROVINCIA DE HUANUCO - DEPARTAMENTO DE HUANUCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUISQUI,"709,138.47","712,050.2","712,050.2",SI   ,42.9 %,"305,650.8",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2445603,2445603,MEJORAMIENTO ADECUADO SERVICIOS DE SEGURIDAD CIUDADANA EN EL DISTRITO DE JAEN - PROVINCIA DE JAEN - DEPARTAMENTO DE CAJAMARCA,ACTIVO,PROYECTO DE INVERSION,GERENCIA DE INFRAESTRUCTURA PUBLICA,"14,620,210.96","16,406,084.23","16,406,084.23",SI   ,86.6 %,"14,212,585.54",SI   ,"88,115.00","88,115.00","5,864,455.00","5,841,919.00"
2445638,2445638,"MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL JR. ANCASH, JR. HUARAZ, JR. 28 DE JULIO, JR. CIRO ALEGRÍA, AV. CALLE NUEVA DEL SECTOR DE CAPILLAPAMPA Y AV. LOS LIBERTADORES, AV. LOS INCAS DEL SECTOR DE HUARICATAC DISTRITO DE AMASHCA - PROVINCIA DE CARHUAZ - DEPARTAMENTO DE ANCASH",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"3,884,973.94","7,623,468.47","7,623,468.47",SI   ,81.6 %,"6,221,311.52",SI   ,"463,081.00","463,081.00","6,813,863.00","7,598,554.00"
2445771,2445771,"REPARACION DE PISTAS; EN EL(LA) PRINCIPALES VÍAS DE LA PRIMERA ETAPA, SEGUNDA ETAPA, TERCERA ETAPA, CUARTA ETAPA Y DE LA URBANIZACIÓN WILLIAM AMASIFUÉN TANCHIVA EN EL CASCO URBANO EN LA LOCALIDAD CAMPOVERDE, DISTRITO DE CAMPOVERDE, PROVINCIA CORONEL PORTILLO, DEPARTAMENTO UCAYALI",ACTIVO,IOARR,UEI DE LA GERENCIA DE SERVICIOS PUBLICOS Y GESTION AMBIENTAL - DE LA MUNICIPALIDAD DISTRITAL DE CAMPO VERDE,"373,646.49","793,600.71","793,600.71",SI   ,66.5 %,"528,002.00",SI   ,0.00,No info. disponible,"77,309.00","33,563.00"
2445793,2445793,CREACION DEL SISTEMA DE ALCANTARILLADO Y BIODIGESTOR EN EL BARRIO ISHINCA DEL DISTRITO DE TARICA - PROVINCIA DE HUARAZ - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE TARICA,"207,703.96","1,326,772.08","1,326,772.08",SI   ,93.5 %,"1,240,041.04",SI   ,"33,901.00","33,901.00","529,885.00","975,694.00"
2445812,2445812,MEJORAMIENTO DE CAMPO DEPORTIVO DEL ESTADIO MUNICIPAL DE PATAMBUCO DEL DISTRITO DE PATAMBUCO - PROVINCIA DE SANDIA - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE PATAMBUCO,"1,233,867.21","1,372,753.62","1,372,753.62",SI   ,45.1 %,"618,923.97",NO,0.00,No info. disponible,No info. disponible,0.00
2445955,2445955,MEJORAMIENTO Y AMPLIACION DE LA CAPACIDAD OPERATIVA DE LOS SERVICIOS DE LA UNIDAD DE EQUIPO MECÁNICO DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"1,363,812.5","1,486,477.56","1,486,477.56",SI   ,71.6 %,"1,064,130.00",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2445962,2445962,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN TÉCNICA PRODUCTIVA EN EL CETPRO HAQUIRA DEL DISTRITO DE HAQUIRA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE HAQUIRA-APURIMAC,"3,149,505.96","4,126,208.51","4,126,208.51",SI   ,40.8 %,"1,683,182.38",SI   ,"8,000.00","8,000.00",No info. disponible,"32,485.00"
2446035,2446035,"RECUPERACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LOS CENTROS POBLADOS DE ALTO PAVITA, SAN ANTONIO DE PAVITA, SICUYANI, TANCA TANCA, LOS ANDES Y ALTO ZEPITA DEL DISTRITO DE ZEPITA - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ZEPITA,"539,597.07","541,620.89","541,620.89",SI   ,27.7 %,"149,892.5",SI   ,0.00,0.00,"100,000.00",No info. disponible
2446223,2446223,"CREACION DEL CICLOVIAS TRAMO CARRETERA CENTRAL SHELBY, VICCO, COCHAMARCA EN EL DISTRITO DE VICCO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE VICCO,"1,298,693.64","2,377,574.75","2,377,574.75",SI   ,9.1 %,"216,403.73",SI   ,0.00,No info. disponible,"8,000.00","635,299.00"
2446490,2446490,MEJORAMIENTO DE LOS SERVICIOS TURISTICOS EN LA CATARATA DE ILLAPANI DEL DISTRITO DE ECHARATE - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,GERENCIA DE DESARROLLO ECONÓMICO DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI,"2,614,759.58","7,544,699.89","7,544,699.89",SI   ,32.4 %,"2,445,772.42",SI   ,"1,909,231.00","1,909,231.00","1,176,215.00","1,117,093.00"
2446734,2446734,MEJORAMIENTO DEL SERVICIO DE LA SUB GERENCIA DE EQUIPO MECÁNICO DEL DISTRITO DE SAN SEBASTIAN - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN,"388,862.81","631,869.22","631,869.22",SI   ,85.5 %,"540,416.62",NO,0.00,No info. disponible,"86,369.00","89,118.00"
2447057,2447057,"CONSTRUCCION DE PARCELA PARA VIVIENDA UNIFAMILIAR; EN EL(LA) ZONA DE EVACUACION TEMPORAL DE MIRAVE, ILABAYA CAPITAL Y ANEXOS, DISTRITO DE ILABAYA, PROVINCIA JORGE BASADRE, DEPARTAMENTO TACNA",CERRADO,IOARR,UEI DE LA MUNICIPALIDAD DISTRITAL DE ILABAYA,"329,078.51","699,009.88","699,009.88",SI   ,96.7 %,"675,869.02",NO,0.00,No info. disponible,No info. disponible,"5,747.00"
